,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg,NST_B_Label
150,1678440734,1678440734,159.91478,160.304413,0.389634,24,24,1288,1640,60.0,93.0,40.0,52.0,53.667,68.333,26445.319,33672.611,0,328,0.0,41.0,0.0,0.0,0.0,13.667,0.016893998,0.01692122,64.0,64.0,0.917,0.667,0.0,0.0,0.083,0.0,0.0,0.333,0.333,0.333,0.333,0.0,9050.0,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000563,0.000452,1
151,1678440734,1678440734,159.742824,159.742829,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
152,1678440735,1678440735,160.752181,161.243162,0.490982,36,38,2088,2466,104.0,93.0,40.0,52.0,58.0,64.895,34021.623,40180.71,208,410,52.0,41.0,0.0,0.0,5.778,10.789,0.014007371,0.013256595,64.0,64.0,0.833,0.737,0.0,0.0,0.278,0.105,0.111,0.263,0.278,0.263,0.222,0.0,8366.222,17274.947,0.0,0.0,0.001,0.002,0.0,0.0,0.000487,0.000677,1
154,1678440735,1678440736,161.252936,161.735922,0.482987,52,56,6968,9942,574.0,1412.0,52.0,52.0,134.0,177.536,115415.064,164675.168,4216,6982,522.0,1360.0,0.0,0.0,81.077,124.679,0.009470318,0.008174125,64.0,64.0,1.0,0.893,0.0,0.0,0.0,0.0,0.308,0.536,0.115,0.107,0.077,0.0,8966.462,7330.393,0.0,0.0,0.392,0.007,0.0,0.0,0.042697,0.000815,1
155,1678440736,1678440736,161.801747,162.230071,0.428325,18,18,936,1230,60.0,93.0,40.0,52.0,52.0,68.333,17482.053,22973.21,0,246,0.0,41.0,0.0,0.0,0.0,13.667,0.025150762,0.025146583,64.0,64.0,0.778,0.667,0.0,0.0,0.222,0.0,0.0,0.333,0.333,0.333,0.333,0.0,8044.444,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000477,0.000397,1
156,1678440736,1678440737,162.312436,162.792431,0.479996,24,24,1216,1640,60.0,93.0,40.0,52.0,50.667,68.333,20266.835,27333.56,0,328,0.0,41.0,0.0,0.0,0.0,13.667,0.020836965,0.020849777,64.0,64.0,0.667,0.667,0.0,0.0,0.333,0.0,0.0,0.333,0.333,0.333,0.333,0.0,7240.0,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000333,0.00067,1
157,1678440737,1678440737,162.911434,163.257133,0.3457,18,18,960,1230,60.0,93.0,40.0,52.0,53.333,68.333,22215.789,28463.98,0,246,0.0,41.0,0.0,0.0,0.0,13.667,0.020285817,0.020287528,64.0,64.0,0.889,0.667,0.0,0.0,0.111,0.0,0.0,0.333,0.333,0.333,0.333,0.0,8848.889,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000441,0.000558,1
158,1678440732,1678440733,158.241221,158.5777,0.33648,6,0,672,0,128.0,,80.0,,112.0,,15977.178,0.0,504,0,100.0,,52.0,,84.0,,0.06729579,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1
159,1678440738,1678440738,163.450445,163.847005,0.396561,46,50,4696,8722,574.0,1412.0,40.0,52.0,102.087,174.44,94734.491,175952.774,2296,6042,522.0,1360.0,0.0,0.0,49.913,120.84,0.00879551,0.008083227,64.0,64.0,0.87,0.8,0.0,0.0,0.217,0.08,0.174,0.36,0.217,0.2,0.13,0.0,8373.217,13249.2,0.0,0.0,0.038,0.002,0.0,0.0,0.00715,0.000656,1
160,1678440738,1678440738,163.964051,164.306006,0.341956,42,44,4336,3558,488.0,200.0,40.0,52.0,103.238,80.864,101439.967,83238.792,2128,1222,436.0,148.0,0.0,0.0,50.667,27.773,0.008320099,0.007225419,64.0,64.0,0.952,0.864,0.0,0.0,0.048,0.0,0.286,0.5,0.143,0.136,0.143,0.0,8756.952,9192.955,0.0,0.0,0.032,0.003,0.0,0.0,0.00569,0.00068,1
161,1678440727,1678440727,152.714031,152.715925,0.001895,2,0,72,0,36.0,,36.0,,36.0,,303958.234,0.0,8,0,4.0,,4.0,,4.0,,0.001893997,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
162,1678440692,1678440692,117.98026,117.980264,5e-06,4,0,1312,0,328.0,,328.0,,328.0,,2077134252.0,0.0,1200,0,300.0,,300.0,,300.0,,1.35e-06,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1
163,1678440739,1678440739,164.538111,164.981408,0.443298,38,38,1952,2564,60.0,93.0,40.0,52.0,51.368,67.474,35226.856,46271.342,0,492,0.0,41.0,0.0,0.0,0.0,12.947,0.011964411,0.011965107,64.0,64.0,0.737,0.684,0.0,0.0,0.211,0.0,0.0,0.316,0.316,0.316,0.368,0.0,7621.053,20629.789,0.0,0.0,0.001,0.001,0.0,0.0,0.000506,0.000621,1
164,1678440736,1678440736,161.790287,161.790292,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
165,1678440740,1678440740,165.516436,165.788556,0.272121,24,24,1312,1640,60.0,93.0,52.0,52.0,54.667,68.333,38571.077,48213.846,0,328,0.0,41.0,0.0,0.0,0.0,13.667,0.011798392,0.011794215,64.0,64.0,1.0,0.667,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.333,0.333,0.0,9653.333,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000607,0.000354,1
166,1678440740,1678440741,166.360255,166.797014,0.43676,40,44,4440,8312,574.0,1412.0,52.0,52.0,111.0,188.909,81326.13,152248.376,2296,5960,522.0,1360.0,0.0,0.0,57.4,135.455,0.01117905,0.010143535,64.0,64.0,1.0,0.818,0.0,0.0,0.1,0.091,0.2,0.364,0.2,0.182,0.1,0.0,9267.2,12090.273,0.0,0.0,0.038,0.002,0.0,0.0,0.007821,0.000694,1
167,1678440740,1678440740,165.886736,165.88674,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
168,1678440741,1678440741,166.891537,167.15586,0.264324,42,46,4336,3806,488.0,200.0,40.0,52.0,103.238,82.739,131232.883,115191.963,2128,1366,436.0,148.0,0.0,0.0,50.667,29.696,0.00642905,0.005508847,64.0,64.0,0.952,0.87,0.0,0.0,0.048,0.0,0.286,0.478,0.143,0.13,0.143,0.0,8756.952,8815.043,0.0,0.0,0.04,0.009,0.0,0.0,0.006555,0.00128,1
170,1678440742,1678440742,167.505031,167.828389,0.323359,24,24,1312,1640,60.0,93.0,52.0,52.0,54.667,68.333,32459.297,40574.121,0,328,0.0,41.0,0.0,0.0,0.0,13.667,0.014023999,0.014022298,64.0,64.0,1.0,0.667,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.333,0.333,0.0,9653.333,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000643,0.000364,1
171,1678440742,1678440743,168.027211,168.495917,0.468707,30,30,1520,2050,60.0,93.0,40.0,52.0,50.667,68.333,25943.706,34989.867,0,410,0.0,41.0,0.0,0.0,0.0,13.667,0.016136696,0.016155555,64.0,64.0,0.667,0.667,0.0,0.0,0.333,0.0,0.0,0.333,0.333,0.333,0.333,0.0,7240.0,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000324,0.000695,1
172,1678440738,1678440738,163.813105,163.813106,2e-06,2,0,160,0,80.0,,80.0,,80.0,,655175731.8,0.0,104,0,52.0,,52.0,,52.0,,9.54e-07,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1
174,1678440743,1678440744,169.242453,169.637512,0.39506,36,36,2976,2688,488.0,136.0,40.0,52.0,82.667,74.667,60264.283,54432.256,1064,752,436.0,84.0,0.0,0.0,29.556,20.889,0.011265625,0.011261368,64.0,64.0,0.944,0.778,0.0,0.0,0.056,0.0,0.167,0.444,0.222,0.222,0.222,0.0,8929.333,14665.667,0.0,0.0,0.032,0.008,0.0,0.0,0.00341,0.001011,1
176,1678440744,1678440745,170.255901,170.515914,0.260014,34,34,2856,2582,488.0,136.0,40.0,52.0,84.0,75.941,87872.237,79441.917,1064,766,436.0,84.0,0.0,0.0,31.294,22.529,0.007879178,0.007098306,64.0,64.0,0.941,0.824,0.0,0.0,0.059,0.0,0.176,0.471,0.176,0.176,0.176,0.0,8773.176,11749.412,0.0,0.0,0.206,0.008,0.0,0.0,0.019518,0.001041,1
177,1678440745,1678440745,170.844325,171.281174,0.43685,24,24,1264,1640,60.0,93.0,40.0,52.0,52.667,68.333,23147.54,30033.2,0,328,0.0,41.0,0.0,0.0,0.0,13.667,0.018962041,0.018957428,64.0,64.0,0.833,0.667,0.0,0.0,0.167,0.0,0.0,0.333,0.333,0.333,0.333,0.0,8446.667,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000506,0.000505,1
179,1678440742,1678440742,167.93427,167.934275,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
180,1678440746,1678440747,172.0259,172.521588,0.495689,32,30,1696,2050,60.0,93.0,40.0,52.0,53.0,68.333,27371.99,33085.248,0,410,0.0,41.0,0.0,0.0,0.0,13.667,0.015989942,0.016855413,64.0,64.0,0.875,0.667,0.0,0.0,0.125,0.0,0.0,0.333,0.312,0.333,0.312,0.0,8688.0,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000511,0.000519,1
181,1678440730,1678440730,155.511211,155.511211,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
182,1678440730,1678440730,155.513091,155.513091,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
183,1678440746,1678440746,172.030702,172.030704,3e-06,4,0,240,0,60.0,,60.0,,60.0,,660395515.8,0.0,0,0,0.0,,0.0,,0.0,,6.36e-07,,,,,,,,,,,,,,,,,,,,,,,,,,0
184,1678440747,1678440747,172.549591,173.026873,0.477283,26,28,2548,4566,574.0,1412.0,52.0,52.0,98.0,163.071,42708.41,76533.202,1148,3062,522.0,1360.0,0.0,0.0,44.154,109.357,0.019064245,0.017658516,64.0,64.0,1.0,0.786,0.0,0.0,0.077,0.071,0.154,0.357,0.231,0.214,0.154,0.0,9356.308,14159.786,0.0,0.0,0.036,0.001,0.0,0.0,0.005789,0.00057,1
186,1678440747,1678440747,173.054256,173.05426,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
187,1678440748,1678440748,173.791023,174.244768,0.453746,18,18,936,1230,60.0,93.0,40.0,52.0,52.0,68.333,16502.629,21686.147,0,246,0.0,41.0,0.0,0.0,0.0,13.667,0.026641411,0.026663472,64.0,64.0,0.778,0.667,0.0,0.0,0.222,0.0,0.0,0.333,0.333,0.333,0.333,0.0,8044.444,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000408,0.000555,1
188,1678440749,1678440749,174.437005,174.926013,0.489009,52,56,4924,6770,574.0,1412.0,40.0,52.0,94.692,120.893,80554.763,110754.619,2212,3778,522.0,1360.0,0.0,0.0,42.538,67.464,0.009573665,0.008275401,64.0,64.0,0.885,0.821,0.0,0.0,0.115,0.036,0.192,0.393,0.192,0.179,0.192,0.0,8353.846,11883.357,0.0,0.0,0.2,0.008,0.0,0.0,0.014676,0.000929,1
189,1678440749,1678440750,175.098985,175.570525,0.471541,40,44,3276,5596,574.0,1412.0,40.0,52.0,81.9,127.182,55579.475,94939.788,1148,3212,522.0,1360.0,0.0,0.0,28.7,73.0,0.012033102,0.010966046,64.0,64.0,0.9,0.727,0.0,0.0,0.15,0.045,0.1,0.318,0.3,0.273,0.25,0.0,8832.8,17884.909,0.0,0.0,0.01,0.001,0.0,0.0,0.001225,0.000582,1
190,1678440721,1678440721,147.342437,147.342437,1e-06,1,0,105,0,105.0,,105.0,,105.0,,840000000.0,0.0,0,0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
191,1678440720,1678440720,145.739566,145.739566,1e-06,1,0,116,0,116.0,,116.0,,116.0,,928000000.0,0.0,0,0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
192,1678440750,1678440750,175.606015,176.100027,0.494013,28,26,2552,2180,488.0,200.0,52.0,52.0,91.143,83.846,41326.838,35302.706,1064,796,436.0,148.0,0.0,0.0,38.0,30.615,0.018296745,0.019703522,64.0,64.0,1.0,0.846,0.0,0.0,0.0,0.0,0.214,0.538,0.143,0.154,0.143,0.0,9101.714,10307.308,0.0,0.0,0.196,0.006,0.0,0.0,0.022289,0.000932,1
193,1678440739,1678440739,164.721921,164.723808,0.001888,2,0,72,0,36.0,,36.0,,36.0,,305071.326,0.0,8,0,4.0,,4.0,,4.0,,0.001887083,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
194,1678440750,1678440751,176.210458,176.688054,0.477597,24,24,1240,1640,60.0,93.0,40.0,52.0,51.667,68.333,20770.648,27470.857,0,328,0.0,41.0,0.0,0.0,0.0,13.667,0.020724224,0.020754348,64.0,64.0,0.75,0.667,0.0,0.0,0.25,0.0,0.0,0.333,0.333,0.333,0.333,0.0,7843.333,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000316,0.000622,1
195,1678440750,1678440750,175.654062,175.654532,0.000471,3,0,351,0,117.0,,117.0,,117.0,,5962757.997,0.0,0,0,0.0,,0.0,,0.0,,0.000234962,,,,,,,,,,,,,,,,,,,,,,,,,,0
196,1678440751,1678440752,177.137017,177.636378,0.499362,38,40,3156,5386,574.0,1412.0,40.0,52.0,83.053,134.65,50560.511,86286.094,1148,3226,522.0,1360.0,0.0,0.0,30.211,80.65,0.013472976,0.012791077,64.0,64.0,0.895,0.75,0.0,0.0,0.158,0.05,0.105,0.35,0.263,0.25,0.211,0.0,8688.0,16436.25,0.0,0.0,0.038,0.002,0.0,0.0,0.004184,0.000562,1
197,1678440739,1678440739,165.018568,165.018574,7e-06,4,0,1312,0,328.0,,328.0,,328.0,,1507945344.0,0.0,1200,0,300.0,,300.0,,300.0,,1.99e-06,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
198,1678440748,1678440748,174.078269,174.078273,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
199,1678440752,1678440752,177.738977,178.217743,0.478767,38,42,4212,5846,574.0,1412.0,40.0,52.0,110.842,139.19,70380.796,97684.267,2212,3614,522.0,1360.0,0.0,0.0,58.211,86.048,0.012939621,0.011658291,64.0,64.0,0.947,0.857,0.0,0.0,0.105,0.048,0.263,0.429,0.158,0.143,0.105,0.0,8764.211,9606.857,0.0,0.0,0.04,0.009,0.0,0.0,0.007088,0.000916,1
200,1678440752,1678440753,178.323001,178.506145,0.183145,24,26,2344,2100,488.0,200.0,52.0,52.0,97.667,80.769,102388.766,91730.55,1064,716,436.0,148.0,0.0,0.0,44.333,27.538,0.007962787,0.007271318,64.0,64.0,1.0,0.846,0.0,0.0,0.0,0.0,0.25,0.462,0.167,0.154,0.167,0.0,9170.667,10307.308,0.0,0.0,0.036,0.009,0.0,0.0,0.005089,0.001159,1
202,1678440753,1678440753,178.997287,179.217931,0.220645,24,24,1288,1640,60.0,93.0,40.0,52.0,53.667,68.333,46699.45,59462.033,0,328,0.0,41.0,0.0,0.0,0.0,13.667,0.009561477,0.009581431,64.0,64.0,0.917,0.667,0.0,0.0,0.083,0.0,0.0,0.333,0.333,0.333,0.333,0.0,9050.0,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000495,0.000451,1
203,1678440747,1678440747,172.663275,172.663275,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1
204,1678440747,1678440747,172.665153,172.665153,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
205,1678440754,1678440754,179.590681,180.043507,0.452827,38,40,3156,5386,574.0,1412.0,40.0,52.0,83.053,134.65,55756.39,95153.332,1148,3226,522.0,1360.0,0.0,0.0,30.211,80.65,0.012218843,0.011595255,64.0,64.0,0.895,0.75,0.0,0.0,0.158,0.05,0.105,0.35,0.263,0.25,0.211,0.0,8688.0,16436.25,0.0,0.0,0.032,0.002,0.0,0.0,0.003865,0.000582,1
206,1678440753,1678440753,179.198158,179.198161,4e-06,4,0,240,0,60.0,,60.0,,60.0,,497277541.5,0.0,0,0,0.0,,0.0,,0.0,,9.54e-07,,,,,,,,,,,,,,,,,,,,,,,,,,0
207,1678440752,1678440752,178.003465,178.003466,2e-06,4,0,1312,0,328.0,,328.0,,328.0,,5372441001.0,0.0,1200,0,300.0,,300.0,,300.0,,3.18e-07,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
208,1678440754,1678440755,180.116709,180.604698,0.48799,56,62,6204,7520,574.0,1412.0,40.0,52.0,110.786,121.29,101707.013,123281.228,3276,4232,522.0,1360.0,0.0,0.0,58.5,68.258,0.008846348,0.007999819,64.0,64.0,0.929,0.871,0.0,0.0,0.071,0.032,0.286,0.452,0.143,0.129,0.143,0.0,8532.857,8725.677,0.0,0.0,0.208,0.008,0.0,0.0,0.014228,0.00095,1
209,1678440755,1678440755,180.635938,181.08972,0.453783,20,18,1064,1230,60.0,93.0,40.0,52.0,53.2,68.333,18757.861,21684.369,0,246,0.0,41.0,0.0,0.0,0.0,13.667,0.023883267,0.022054883,64.0,64.0,0.9,0.667,0.0,0.0,0.1,0.0,0.0,0.333,0.3,0.333,0.3,0.0,8832.8,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000587,0.000443,1
210,1678440755,1678440756,181.412548,181.854297,0.44175,24,24,1312,1640,60.0,93.0,52.0,52.0,54.667,68.333,23760.053,29700.066,0,328,0.0,41.0,0.0,0.0,0.0,13.667,0.019176566,0.019175125,64.0,64.0,1.0,0.667,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.333,0.333,0.0,9653.333,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000621,0.000378,1
211,1678440754,1678440754,180.282051,180.282055,5e-06,4,0,1312,0,328.0,,328.0,,328.0,,2179991684.0,0.0,1200,0,300.0,,300.0,,300.0,,1.27e-06,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
212,1678440756,1678440757,182.168595,182.624422,0.455828,24,24,1240,1640,60.0,93.0,40.0,52.0,51.667,68.333,21762.595,28782.787,0,328,0.0,41.0,0.0,0.0,0.0,13.667,0.019787353,0.019796734,64.0,64.0,0.75,0.667,0.0,0.0,0.25,0.0,0.0,0.333,0.333,0.333,0.333,0.0,7843.333,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000476,0.00055,1
213,1678440757,1678440757,182.696771,183.196556,0.499786,30,36,3892,5354,574.0,1412.0,52.0,52.0,129.733,148.722,62298.641,85700.648,2316,3450,522.0,1360.0,0.0,0.0,77.2,95.833,0.01531966,0.014232002,64.0,64.0,1.0,0.889,0.0,0.0,0.133,0.111,0.4,0.389,0.067,0.111,0.0,0.0,8881.067,7583.222,0.0,0.0,0.216,0.006,0.0,0.0,0.026071,0.001031,1
215,1678440754,1678440754,180.222186,180.22219,5e-06,4,0,240,0,60.0,,60.0,,60.0,,398778966.6,0.0,0,0,0.0,,0.0,,0.0,,1.27e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
216,1678440758,1678440758,183.727171,184.109551,0.382381,18,18,960,1230,60.0,93.0,40.0,52.0,53.333,68.333,20084.679,25733.496,0,246,0.0,41.0,0.0,0.0,0.0,13.667,0.022444879,0.022446703,64.0,64.0,0.889,0.667,0.0,0.0,0.111,0.0,0.0,0.333,0.333,0.333,0.333,0.0,8848.889,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000535,0.000512,1
217,1678440759,1678440759,184.455948,184.788616,0.332669,18,18,936,1230,60.0,93.0,40.0,52.0,52.0,68.333,22508.872,29578.966,0,246,0.0,41.0,0.0,0.0,0.0,13.667,0.019519932,0.019546523,64.0,64.0,0.778,0.667,0.0,0.0,0.222,0.0,0.0,0.333,0.333,0.333,0.333,0.0,8044.444,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000409,0.000558,1
218,1678440758,1678440758,184.31872,184.318724,5e-06,4,0,240,0,60.0,,60.0,,60.0,,398778966.6,0.0,0,0,0.0,,0.0,,0.0,,1.27e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
219,1678440759,1678440759,184.996565,185.410351,0.413787,12,12,632,820,60.0,93.0,40.0,52.0,52.667,68.333,12218.849,15853.57,0,164,0.0,41.0,0.0,0.0,0.0,13.667,0.037535906,0.037540631,64.0,64.0,0.833,0.667,0.0,0.0,0.167,0.0,0.0,0.333,0.333,0.333,0.333,0.0,8446.667,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000446,0.000529,1
220,1678440760,1678440760,185.614111,186.086995,0.472885,24,26,2532,4364,574.0,1412.0,52.0,52.0,105.5,167.846,42834.944,73827.684,1252,2980,522.0,1360.0,0.0,0.0,52.167,114.615,0.020528824,0.018893242,64.0,64.0,1.0,0.846,0.0,0.0,0.167,0.154,0.25,0.308,0.167,0.154,0.083,0.0,9170.667,10307.308,0.0,0.0,0.033,0.002,0.0,0.0,0.005853,0.000587,1
222,1678440760,1678440761,186.115277,186.578147,0.462871,40,42,5260,6156,574.0,1412.0,40.0,52.0,131.5,146.571,90910.882,106396.842,3172,3940,522.0,1360.0,0.0,0.0,79.3,93.81,0.01184697,0.011275826,64.0,64.0,0.95,0.905,0.0,0.0,0.05,0.0,0.35,0.571,0.1,0.095,0.05,0.0,8615.6,6571.571,0.0,0.0,0.336,0.009,0.0,0.0,0.028923,0.001414,1
224,1678440762,1678440762,187.581149,188.017272,0.436124,12,12,656,820,60.0,93.0,52.0,52.0,54.667,68.333,12033.278,15041.597,0,164,0.0,41.0,0.0,0.0,0.0,13.667,0.039572998,0.039573539,64.0,64.0,1.0,0.667,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.333,0.333,0.0,9653.333,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.00065,0.000387,1
226,1678440763,1678440763,188.634128,189.134035,0.499908,20,22,2324,1340,574.0,93.0,52.0,52.0,116.2,60.909,37190.842,21443.945,1252,164,522.0,41.0,0.0,0.0,62.6,7.455,0.026250049,0.023805096,64.0,64.0,1.0,0.818,0.0,0.0,0.2,0.182,0.3,0.182,0.2,0.182,0.1,0.0,9267.2,12090.273,0.0,0.0,0.01,0.002,0.0,0.0,0.002264,0.000693,1
228,1678440764,1678440764,189.647746,189.69599,0.048245,12,14,1688,1280,488.0,200.0,52.0,52.0,140.667,91.429,279904.656,212249.976,1064,552,436.0,148.0,0.0,0.0,88.667,39.429,0.004385818,0.001304553,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.571,0.0,0.0,0.0,0.0,8688.0,501.0,0.0,0.0,0.031,0.009,0.0,0.0,0.007534,0.001688,1
229,1678440760,1678440760,186.366266,186.366286,2.1e-05,4,0,240,0,60.0,,60.0,,60.0,,91310473.75,0.0,0,0,0.0,,0.0,,0.0,,6.68e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
230,1678440764,1678440764,190.155303,190.157531,0.002229,6,6,328,410,60.0,93.0,52.0,52.0,54.667,68.333,1177198.092,1471497.615,0,82,0.0,41.0,0.0,0.0,0.0,13.667,0.000263786,0.000269985,64.0,64.0,1.0,0.667,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.333,0.333,0.0,9653.333,21748.0,0.0,0.0,0.001,0.0,0.0,0.0,0.000668,0.000353,1
231,1678440765,1678440765,190.822414,191.322058,0.499645,6,8,328,530,60.0,93.0,52.0,52.0,54.667,66.25,5251.728,8486.024,0,82,0.0,41.0,0.0,0.0,0.0,10.25,0.000261211,0.07137772,64.0,64.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.333,0.5,0.333,0.0,9653.333,32371.0,0.0,0.0,0.001,0.0,0.0,0.0,0.000636,0.000333,1
232,1678440765,1678440765,190.462689,190.462693,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
233,1678440765,1678440766,191.322777,191.801521,0.478745,20,22,2324,4044,574.0,1412.0,52.0,52.0,116.2,183.818,38834.868,67576.681,1252,2884,522.0,1360.0,0.0,0.0,62.6,131.091,0.025144841,0.02278538,64.0,64.0,1.0,0.909,0.0,0.0,0.2,0.182,0.3,0.273,0.2,0.091,0.1,0.0,9267.2,6295.818,0.0,0.0,0.01,0.002,0.0,0.0,0.002214,0.000662,1
234,1678440766,1678440766,191.835876,192.332263,0.496388,34,36,4780,5532,574.0,1412.0,52.0,52.0,140.588,153.667,77036.511,89156.063,2980,3628,522.0,1360.0,0.0,0.0,87.647,100.778,0.015031063,0.01417,64.0,64.0,1.0,0.889,0.0,0.0,0.0,0.0,0.294,0.5,0.118,0.111,0.059,0.0,9028.706,7583.333,0.0,0.0,0.202,0.009,0.0,0.0,0.034794,0.001016,1
235,1678440766,1678440766,191.486253,191.486258,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
236,1678440766,1678440767,192.338537,192.509102,0.170566,16,16,1016,1354,104.0,136.0,40.0,52.0,63.5,84.625,47653.072,63506.161,192,506,52.0,84.0,0.0,0.0,12.0,31.625,0.011354415,0.011341667,64.0,64.0,0.875,0.875,0.0,0.0,0.125,0.0,0.25,0.625,0.125,0.125,0.125,0.0,8145.0,8468.625,0.0,0.0,0.04,0.001,0.0,0.0,0.006751,0.000446,1
237,1678440767,1678440768,193.33507,193.555373,0.220304,12,12,656,820,60.0,93.0,52.0,52.0,54.667,68.333,23821.622,29777.027,0,164,0.0,41.0,0.0,0.0,0.0,13.667,0.019962094,0.019936822,64.0,64.0,1.0,0.667,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.333,0.333,0.0,9653.333,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000645,0.000406,1
238,1678440754,1678440754,179.831166,179.831166,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1
